EDAD_V,NIV,INGRESO,SEXO,REGION
37,7,,2,3
21,8,4000,2,2
30,3,500,2,2
29,6,1200,2,6
33,3,,2,3
29,8,22000,1,3
43,3,,1,2
65,2,5000,1,2
50,6,7000,1,2
52,3,1600,1,6
28,8,12000,2,1
21,8,200,1,5
43,3,1000,2,3
66,2,,2,5
22,8,6800,2,2
48,7,3500,2,2
28,6,1500,1,6
35,8,2000,2,2
32,2,,2,6
46,2,900,1,6
49,3,,2,3
35,3,,1,5
37,0,850,1,1
33,6,5000,2,5
49,3,1500,2,2
41,3,,2,6
47,3,3000,1,3
50,8,4000,1,2
27,6,500,2,1
18,6,1800,2,6
55,3,1500,1,5
36,3,1000,2,6
21,8,500,1,6
23,2,1800,1,3
46,3,,2,6
66,11,40000,2,3
38,3,800,2,3
38,8,22000,1,6
62,8,,1,1
65,3,1000,2,6
84,2,,2,6
64,8,,2,6
71,6,14000,1,6
52,3,,2,2
48,6,4000,1,3
72,6,,1,1
34,8,3000,2,2
58,5,2500,2,5
48,3,,2,3
62,2,,1,2
70,0,,1,1
28,8,1800,2,2
36,8,12000,1,4
30,6,1500,1,3
40,3,3000,1,1
32,6,3000,1,5
62,3,1800,1,5
55,3,3500,1,2
46,2,2500,1,1
21,8,2000,2,1
59,6,8000,1,1
58,2,1000,1,3
47,6,5000,1,2
71,0,1000,1,3
28,8,,2,4
40,6,2000,1,3
38,3,2000,1,1
34,6,1500,1,4
29,8,2700,2,3
41,3,800,2,3
28,3,,2,5
61,3,1500,2,3
27,6,1800,1,1
55,3,,2,6
21,8,,2,3
41,3,1200,2,6
67,0,500,2,6
34,6,5000,1,2
78,3,,1,3
55,3,500,2,4
39,3,1200,2,5
35,3,2100,1,1
26,3,1600,2,2
42,0,1000,1,6
79,0,,2,2
46,7,7300,1,6
37,2,,2,5
24,6,2000,1,2
31,9,12000,2,3
38,3,2700,1,6
44,8,15000,2,5
29,3,1800,2,3
19,6,,2,4
64,0,2000,1,3
51,3,1500,1,2
53,2,1000,2,5
22,6,1700,2,5
35,6,,2,3
34,6,,2,1
48,2,1700,2,3
67,2,,2,5
31,3,1700,2,6
47,8,15000,1,1
52,8,6000,1,6
32,6,1000,2,5
69,2,,2,5
29,2,4000,1,1
53,2,10000,1,3
47,5,1800,1,3
38,6,,1,5
54,3,4000,1,2
70,2,750,2,6
23,8,2000,2,2
22,3,2500,2,1
80,2,,2,3
58,8,,2,5
22,3,,1,5
23,3,500,2,1
58,6,,2,4
54,3,,2,4
31,6,2000,2,3
70,2,,2,2
31,3,1500,2,5
50,3,2000,1,5
41,3,2500,1,3
41,8,2700,2,2
44,3,2000,1,5
26,6,2500,2,2
21,6,2200,2,3
37,3,2000,1,6
37,3,2000,1,2
26,6,600,2,1
33,3,1500,1,2
20,3,1800,1,2
27,3,1000,2,6
71,3,,2,5
63,8,9000,1,2
45,3,20000,1,1
24,8,10000,2,2
54,8,3000,1,2
19,6,1200,1,3
21,8,240,1,6
38,8,1500,1,6
57,2,2400,1,5
31,6,,2,3
60,11,,1,4
31,10,800,2,6
29,6,2000,2,5
25,6,1790,2,5
58,3,1700,2,5
38,3,1200,1,3
27,3,1000,2,1
63,5,,2,2
68,2,500,2,6
41,3,2500,1,3
36,3,,2,5
57,3,1000,1,5
29,6,,2,5
35,3,,2,3
70,3,,2,4
58,3,3000,1,3
66,0,500,1,2
24,6,5000,1,2
53,3,1500,2,1
69,0,,2,3
38,10,26000,2,4
51,9,32000,1,1
66,5,,1,6
79,0,250,2,3
21,6,,2,5
56,2,0,1,6
21,8,10000,2,2
76,2,500,2,1
51,5,7500,2,3
36,6,2500,1,5
58,3,2500,2,4
27,8,5200,2,1
26,8,4200,2,3
62,3,,2,2
42,10,,1,3
71,5,,2,5
54,3,1500,1,5
68,4,,2,6
32,6,,2,1
28,6,4000,1,3
40,3,,2,1
36,8,10000,2,2
54,2,2100,2,1
29,6,6000,1,2
26,3,6000,2,1
59,2,,1,5
36,0,1800,1,6
46,3,2100,2,1
21,6,,2,3
32,3,1400,2,3
30,8,16000,2,3
59,5,600,2,4
40,8,8000,2,3
35,6,2500,2,1
65,3,,1,2
31,8,12000,2,1
25,6,3400,1,6
53,2,500,1,6
40,6,3000,2,1
58,6,3000,1,2
38,7,7000,2,6
38,8,12000,2,5
58,8,,2,3
38,3,,2,5
47,8,18000,1,1
43,3,2500,1,3
69,2,500,2,5
35,6,5400,1,1
34,2,1900,2,1
38,3,1200,1,5
31,3,,2,1
70,0,,2,4
19,8,,2,3
49,3,1500,2,2
50,6,16000,1,5
26,3,3000,1,2
56,6,300,2,1
23,8,,1,3
34,2,1600,1,3
54,2,,2,2
40,10,40000,1,1
91,0,,1,6
63,2,1200,1,6
29,10,10000,1,2
52,3,500,2,6
41,8,12000,1,6
48,3,3000,1,4
64,2,750,2,1
28,8,,2,3
31,3,4500,1,2
28,5,8000,2,4
32,8,4300,2,5
59,2,200,2,6
23,2,1200,1,6
47,2,1600,1,5
58,2,5000,1,3
47,7,,1,2
50,3,1000,1,6
59,2,,2,2
25,3,4700,1,1
41,3,1600,2,1
26,3,1800,1,1
69,2,,2,2
24,8,,2,3
50,3,,2,3
66,0,500,2,5
74,8,,1,2
34,6,,2,4
43,6,5000,2,2
28,3,,2,2
35,8,21000,1,3
63,8,,2,3
55,3,1800,1,2
89,6,,1,3
22,2,,2,6
19,6,800,2,1
65,2,1000,2,3
59,3,2000,1,3
50,2,360,1,1
66,8,,2,6
45,8,2700,2,3
65,2,1000,2,1
48,8,3500,2,1
58,10,,1,1
40,11,,2,3
28,6,3000,1,6
48,3,3500,2,3
32,3,,2,3
68,2,20000,1,5
40,3,4000,1,2
30,2,2000,1,3
33,6,5000,1,1
24,3,2100,1,1
52,8,4000,1,1
75,2,,2,6
43,2,,2,3
37,3,,2,6
40,3,3000,2,1
28,3,1000,1,2
32,8,4000,2,1
80,2,,1,6
20,8,,2,6
27,8,4000,2,1
47,8,11600,2,3
28,9,35000,1,1
48,3,4000,2,3
29,3,3000,1,2
32,3,,2,3
58,4,3000,1,2
30,3,3200,2,1
42,2,1200,2,6
27,3,2000,1,6
32,3,1000,1,6
49,2,500,2,6
27,3,2000,2,2
77,2,,1,5
35,3,1200,2,1
86,2,,1,6
46,3,500,1,3
70,5,,2,1
31,6,1000,2,6
60,6,25000,1,6
19,3,1000,2,3
47,10,,2,3
54,8,,2,4
42,9,3400,2,2
36,8,6000,2,5
28,3,3500,1,2
28,3,,2,5
26,3,1850,2,6
55,6,,1,2
22,6,6000,2,3
23,3,1000,2,5
79,0,,1,6
27,6,,1,5
53,3,2000,1,5
41,2,2000,1,3
40,8,3000,1,2
31,2,1500,1,2
30,3,4000,1,2
24,6,5000,2,3
40,3,,2,5
64,0,2500,1,6
23,8,1200,2,6
64,3,3500,1,5
55,7,2500,2,1
39,8,2500,1,3
80,2,,2,1
51,0,2400,1,1
41,11,40000,1,3
20,6,,2,5
38,2,,2,2
36,8,15000,2,4
18,6,,2,5
65,2,,2,5
39,8,5000,1,2
20,7,2400,1,2
19,6,,2,3
53,2,,2,2
49,8,18000,1,4
50,6,,1,2
55,8,15000,2,5
18,3,,2,1
46,8,15000,2,1
47,8,20000,1,1
46,2,900,1,6
48,7,,2,6
85,2,,2,4
76,2,,2,1
69,0,200,1,3
18,6,300,2,6
37,8,4000,1,5
45,3,,2,3
56,2,500,2,6
30,3,3000,1,3
54,6,2300,1,1
25,6,,2,3
56,3,,2,4
21,6,1200,2,2
23,2,,2,3
32,3,,2,5
51,3,,2,6
36,3,2700,1,3
46,3,2700,2,5
18,6,,2,1
52,7,500,2,5
19,8,1000,1,1
91,6,200,2,5
43,6,5000,2,2
25,8,1200,2,3
56,2,1000,2,1
41,8,10000,2,3
42,3,10000,1,5
42,3,1500,2,5
63,3,3000,2,4
67,2,1500,1,6
51,6,700,2,6
57,2,,2,5
27,6,1500,1,5
36,3,,2,6
52,2,,2,6
60,0,1000,2,6
66,6,,2,3
18,8,5000,2,2
43,8,20000,1,4
48,6,7000,1,4
46,3,10000,1,3
53,2,4400,1,3
39,2,,2,5
44,3,1300,2,2
28,7,,2,2
67,2,200,2,6
80,0,2000,1,1
29,6,2200,1,6
46,3,3000,1,1
45,6,8000,2,3
52,3,800,2,5
58,3,,1,6
63,2,,1,5
85,10,40000,1,4
18,6,,1,6
22,8,,2,5
48,6,,2,6
33,8,14000,1,1
24,3,3200,1,2
64,10,,2,6
52,5,4500,1,2
26,7,2500,1,2
29,3,1400,2,6
58,3,,2,6
46,6,2100,1,6
64,2,1500,1,1
22,8,,2,1
33,3,2000,1,2
65,6,,2,5
30,6,8000,1,1
68,5,,2,2
59,8,24000,1,1
47,2,3000,1,3
64,6,10000,2,4
25,6,8000,1,5
28,6,6000,2,5
24,6,1500,2,5
33,6,,2,6
42,3,,2,3
61,6,,2,2
47,5,1100,2,5
77,0,,2,4
50,8,4000,1,4
26,8,4500,1,6
18,6,,1,2
39,6,8000,2,6
64,2,750,2,1
37,6,8000,2,2
38,8,3500,2,1
23,3,11500,2,2
59,3,2600,1,1
67,0,,2,5
45,3,3300,2,3
54,2,2200,1,3
22,8,150,1,3
56,2,1000,2,2
65,3,,2,3
32,6,1800,2,1
25,3,1500,1,6
60,3,13000,1,1
45,8,10,2,5
64,6,3500,1,5
26,6,700,2,5
49,2,2900,1,1
58,0,2500,1,6
58,8,3500,1,5
28,3,6000,2,2
45,6,2000,2,6
60,2,,1,3
36,3,1500,1,2
56,0,,2,6
30,6,400,2,2
41,8,50000,1,1
28,8,15000,2,3
22,6,,2,2
18,6,,2,3
36,8,7000,1,1
23,8,1500,1,3
47,3,2000,1,6
80,2,,1,1
27,6,6000,1,6
30,3,,1,6
45,8,3000,2,1
63,3,200,2,5
56,8,,1,1
35,6,2500,1,6
62,2,,2,4
31,8,1,2,3
28,8,19000,1,3
28,6,2000,1,2
30,6,3000,1,2
36,6,,2,2
38,3,2000,1,2
22,8,1200,2,3
74,8,,1,5
27,7,3500,1,1
69,0,,1,1
44,3,2000,1,5
35,3,,2,2
59,2,,2,6
31,8,3000,2,3
50,8,,2,4
72,3,,1,5
30,8,3000,1,5
56,6,3000,2,3
18,3,2800,1,6
68,2,,2,5
32,3,1500,2,4
66,2,1500,1,3
24,8,12000,1,5
35,6,8000,1,3
62,6,,2,1
18,6,,2,6
43,3,100,1,2
56,0,750,1,6
31,6,10000,1,6
37,3,3000,1,6
67,2,,2,6
28,8,11000,1,6
42,3,1500,1,5
43,2,700,1,1
52,8,12000,2,1
49,10,,2,4
57,6,,1,1
44,6,800,2,6
53,3,1000,2,4
34,8,,2,4
21,3,1200,1,3
37,2,,2,6
62,2,1000,1,5
28,6,12000,1,6
55,3,5000,1,2
33,3,1000,2,3
48,8,,2,3
63,2,,2,1
47,3,,2,2
31,6,,2,1
28,10,10000,2,5
26,6,3500,2,2
38,8,30000,1,6
47,3,8000,1,3
63,8,,1,5
18,3,1200,1,2
18,6,,2,3
46,2,3000,1,5
74,8,30000,1,4
34,3,2100,2,3
59,3,,1,5
26,6,700,2,2
34,6,8000,2,1
25,6,7000,2,6
53,3,3500,1,6
69,6,2000,1,6
34,10,20000,2,3
50,3,8000,2,6
30,3,2500,2,1
59,8,,2,5
27,6,2600,2,1
53,3,600,1,2
34,3,6000,1,6
42,6,,2,1
52,3,,2,1
42,3,1800,1,1
57,7,,2,5
49,6,10000,1,3
58,3,1500,2,5
43,8,7000,2,5
58,2,400,1,5
48,8,,1,3
25,6,5000,1,1
49,6,9000,1,5
82,2,1000,1,2
27,8,2800,2,3
65,2,3600,1,3
64,6,1500,1,5
62,3,,1,3
70,0,,2,6
34,3,,2,3
32,8,18000,2,2
18,6,,2,1
50,8,7000,2,6
47,3,3000,1,1
51,3,2000,1,2
81,7,,2,2
49,2,1000,1,5
23,8,20000,2,1
42,6,2200,1,2
37,8,5200,1,4
78,2,,1,2
38,3,2000,1,2
67,8,,2,3
35,3,10000,1,2
51,3,1000,1,5
69,8,,2,5
73,2,,2,5
31,6,500,2,6
52,11,35000,1,3
55,5,4000,2,5
46,2,1500,1,2
35,10,25000,1,3
39,8,7000,1,6
48,8,1000,2,5
55,6,1200,1,2
55,8,8500,1,3
41,3,2500,2,2
39,3,2800,1,1
87,2,,2,5
22,6,15000,1,1
36,3,2450,2,1
81,0,,1,6
53,2,3000,2,6
30,2,260,2,5
38,3,4000,1,5
33,6,0,1,5
61,2,,2,6
41,3,,2,3
69,8,,2,3
36,6,,2,1
64,6,4000,2,1
38,3,2000,1,5
23,5,,1,5
40,2,800,2,3
48,10,40000,1,3
55,6,2000,1,6
37,3,,2,3
28,8,20000,1,2
61,8,,2,4
66,8,500,2,1
55,3,2000,1,3
67,2,,1,1
46,3,7000,1,1
19,6,,2,5
66,2,2500,1,6
35,5,1800,1,2
50,3,,2,2
30,8,16000,2,5
49,2,1800,1,6
23,6,2600,1,1
19,8,10000,1,2
71,6,,1,1
68,3,,1,5
43,3,2500,1,2
50,0,2500,2,5
54,8,32000,1,4
72,2,,2,3
49,3,1800,1,3
50,3,600,2,5
43,8,,2,1
43,3,2000,2,6
49,2,8000,1,3
59,8,10000,1,2
23,6,,2,6
23,6,3000,1,6
40,8,1000,1,6
51,7,2500,1,3
25,8,3100,1,5
20,2,500,2,3
78,2,,1,2
48,6,1000,2,2
46,2,3000,1,3
65,8,1200,1,2
51,2,,2,1
36,3,1600,2,3
37,2,700,1,6
69,2,,2,6
28,8,5000,1,2
28,8,8000,2,3
33,10,15000,1,2
39,3,3000,1,2
19,6,500,1,3
36,3,,2,2
81,8,,1,5
83,2,,1,2
33,3,2000,2,2
55,8,,2,1
48,0,1500,2,5
84,0,,2,6
47,2,2000,1,3
30,6,,1,6
61,2,600,1,6
49,11,26000,2,6
23,6,5000,1,1
31,8,21000,2,2
42,10,12000,1,2
28,3,1700,1,3
55,0,,2,5
64,2,1000,2,5
41,3,8000,1,2
23,8,20000,2,3
83,2,,1,5
36,3,4000,1,5
61,6,3000,2,4
70,2,500,1,4
40,0,750,2,3
26,3,1400,2,3
50,2,2500,1,2
77,2,,2,1
33,3,,1,2
64,2,,2,3
20,3,1700,1,2
33,3,,2,2
19,8,,1,5
42,6,6200,2,4
51,7,5000,1,6
52,8,6000,2,6
68,0,,2,6
67,2,,1,1
77,7,,2,3
75,3,,2,3
48,5,11000,1,1
32,8,3000,2,1
66,3,,1,2
25,6,,2,1
18,2,2500,1,2
77,0,2500,1,6
30,2,1300,2,5
31,8,1000,2,5
20,3,3000,1,3
20,6,,2,1
29,10,20000,2,5
68,3,5000,2,6
22,8,400,1,5
52,8,15000,2,2
60,2,400,2,3
38,2,,2,6
39,3,800,2,1
39,5,,1,6
40,3,1500,1,1
43,2,2100,1,5
48,3,2000,1,5
37,2,,2,6
77,0,,2,6
60,2,,2,2
36,8,4500,2,2
61,2,300,1,5
73,8,3500,2,5
59,7,2500,2,3
49,6,6000,1,4
35,6,10000,1,4
36,3,2500,1,2
19,6,800,2,6
46,2,1000,1,2
61,3,,2,2
39,6,3000,2,1
76,3,,1,5
47,3,1500,1,3
38,6,3000,1,3
67,2,,2,5
33,6,,1,2
38,0,1700,1,3
47,3,500,2,4
37,3,600,2,4
62,2,1800,2,4
69,2,,2,4
43,3,,2,4
67,8,,2,6
43,8,3000,1,6
43,3,2000,2,5
39,8,25000,1,3
21,8,1500,2,2
37,8,9000,1,3
73,2,,1,2
21,3,7000,1,6
35,6,,2,1
65,0,,2,6
39,8,4000,2,1
63,0,,2,6
22,8,10000,1,2
32,10,30000,1,4
18,3,1200,2,6
21,8,1700,2,1
25,6,510,2,5
53,8,15000,2,4
36,3,1000,2,6
51,10,9700,2,5
67,2,,1,5
30,2,1000,1,5
41,8,60000,1,2
30,8,7500,2,6
58,2,,2,6
29,6,,2,3
74,0,,2,6
62,3,,1,1
26,8,10000,1,6
40,3,,2,1
58,7,,1,1
51,3,1000,1,5
58,5,,2,2
59,2,,2,3
43,6,3000,1,1
70,3,600,1,3
57,8,38600,1,6
58,3,,1,5
34,3,,2,4
20,8,,2,1
64,6,3000,1,4
42,6,15000,1,6
54,3,1800,2,3
56,6,2500,1,1
25,3,2000,2,5
51,8,700,2,1
79,8,,2,1
61,3,4000,2,1
35,8,4000,1,5
57,2,2000,1,5
28,6,1500,2,3
50,6,1800,1,6
33,8,2500,2,3
42,6,2000,1,3
48,9,5000,1,6
37,3,1000,2,5
58,6,2500,1,1
57,2,200,2,1
18,6,1500,1,3
80,3,,2,5
22,8,5000,1,2
67,2,1000,2,2
26,8,2500,1,1
21,8,1100,2,3
33,3,,2,2
27,8,2500,1,5
34,3,,2,6
60,2,12000,1,4
36,3,2000,1,2
48,10,,2,1
34,8,30000,1,6
60,8,5000,2,4
25,8,2500,2,1
52,2,12000,1,4
68,2,10000,1,6
43,8,6000,2,6
21,8,3500,2,6
24,6,100,2,6
28,7,12000,1,2
62,8,,2,6
30,8,16000,1,1
28,6,,1,4
76,0,,2,2
38,3,1200,1,6
55,3,,2,1
28,8,10000,1,3
35,8,12000,1,1
51,6,8000,2,4
70,3,,2,5
52,0,400,2,6
47,3,4000,1,3
37,7,2400,1,2
63,2,,2,5
25,6,13000,1,4
35,8,3000,2,5
30,8,2000,1,6
32,5,8000,2,3
33,8,4000,1,5
73,3,,2,2
58,3,,2,6
46,3,3500,2,2
58,2,3000,1,1
70,5,,1,2
18,6,,1,2
36,3,1900,1,2
48,2,2200,1,6
40,8,9500,2,6
24,3,3000,1,4
51,3,3000,1,5
44,3,1300,2,5
27,3,3000,2,4
41,2,,2,3
30,3,18000,1,2
74,2,,2,5
45,6,5000,2,1
43,3,,2,5
65,8,,2,2
38,7,16000,1,2
74,0,1000,1,6
30,6,800,2,6
33,6,400,2,3
18,6,,1,5
35,8,20000,1,2
56,3,7000,1,1
62,2,400,2,2
32,6,,2,1
72,2,700,2,1
47,3,,2,4
24,8,2150,1,5
41,8,15000,2,1
63,3,,1,2
27,6,1500,1,6
38,6,3500,2,6
50,6,2200,1,1
86,2,,2,6
72,2,,2,2
70,0,1000,1,6
36,11,16000,1,1
33,6,12000,2,5
27,6,2000,1,3
68,2,1800,1,3
40,8,300,2,3
35,8,8000,2,1
40,8,,2,1
68,2,500,2,3
23,3,,1,2
31,8,,1,3
22,6,,1,4
35,6,1000,2,1
45,3,,1,5
22,8,,2,5
41,3,2400,2,1
23,8,1300,2,6
24,7,2100,2,3
53,3,600,2,1
42,3,,2,2
39,8,50000,1,1
63,3,500,2,3
50,3,,2,2
40,8,4000,1,5
53,2,,2,2
45,0,,2,6
48,8,60000,1,6
30,3,1500,2,3
60,3,2500,2,6
19,6,2000,1,3
35,10,17500,2,2
70,3,3000,1,3
26,6,,2,6
53,3,,2,2
41,3,2200,2,3
43,3,,2,2
69,8,,1,2
84,8,,1,6
25,3,1500,2,2
55,3,2100,1,2
75,0,300,1,2
50,8,4000,1,6
72,5,,2,5
38,3,3000,1,6
61,5,,2,3
65,3,,2,2
85,2,,1,2
22,3,1800,2,1
22,6,2600,2,5
19,6,200,2,3
74,2,0,1,5
57,6,,2,5
50,2,3500,1,2
37,8,12000,2,6
52,6,24000,1,1
23,6,2500,1,6
39,0,400,2,1
46,3,3000,2,4
65,8,25000,1,1
62,8,21500,1,2
19,6,700,2,5
56,8,4000,2,5
34,3,10000,1,5
31,3,14000,1,1
50,3,,2,2
39,6,4500,1,2
57,6,6000,2,4
62,10,50000,1,2
79,2,800,2,6
60,8,30000,1,3
70,0,,2,1
73,0,800,1,3
25,8,5000,2,5
58,6,,1,3
30,3,6000,1,6
49,6,1600,2,1
23,7,,2,4
25,6,3200,1,4
31,3,500,2,5
23,8,2500,2,4
43,6,,2,6
18,3,,1,3
25,8,7600,1,2
29,10,3000,2,4
30,8,6900,2,1
52,8,2000,1,2
63,2,300,2,6
29,6,1000,2,2
57,3,,2,4
26,6,,2,6
57,2,3000,2,3
50,3,7000,1,6
29,6,,2,1
53,2,2500,1,2
58,2,,2,2
37,3,300,2,5
30,3,800,2,3
66,6,1200,1,6
73,8,6000,2,3
60,10,,1,5
44,6,1800,2,2
47,6,9500,1,3
40,8,,2,5
28,3,200,2,2
19,6,,2,1
53,2,2000,1,6
49,2,400,2,5
68,8,,2,6
37,5,400,2,2
53,2,1000,1,6
64,2,1500,1,5
34,8,5000,1,1
56,2,1000,2,5
53,3,,2,1
27,8,1800,2,3
20,2,,1,2
49,8,2000,1,4
42,8,,2,5
88,2,,2,5
43,6,30000,1,3
66,2,,2,4
34,3,1000,2,6
56,2,,2,5
58,8,62000,2,4
58,3,1800,1,1
32,8,20000,1,1
79,2,1200,1,2
46,3,500,2,3
25,3,3000,1,5
40,6,10000,1,4
23,6,8000,2,6
26,3,,2,1
42,3,1200,2,5
19,6,,2,5
26,8,9000,2,1
24,3,3700,2,5
44,6,1500,2,1
27,3,,2,3
28,3,10000,1,6
29,3,1900,1,5
52,3,2000,2,5
48,3,200,2,2
35,3,6000,2,1
54,7,,2,2
35,2,,1,2
62,3,,2,6
51,6,6000,1,6
19,6,,2,6
24,2,,2,3
67,2,,2,6
71,7,,2,1
46,8,700,2,3
31,6,8600,2,1
78,2,,2,6
19,6,,2,5
59,8,10000,1,2
32,6,1800,2,5
52,6,,2,3
85,2,,2,4
27,2,,2,6
39,8,7000,2,3
76,2,,2,2
29,8,17000,2,4
32,6,2500,1,3
22,2,5000,1,3
48,3,1500,2,1
62,8,,1,6
52,6,30000,1,5
49,2,9000,1,6
40,2,,2,5
62,2,800,2,3
22,6,3000,1,2
53,3,8500,1,1
52,0,,1,3
57,3,7000,1,5
56,3,,1,3
32,8,20000,1,3
25,6,4300,1,6
21,8,100,2,6
26,8,26000,1,5
18,3,1800,1,3
44,2,,2,5
75,0,0,1,6
30,6,,1,2
21,6,6000,1,1
22,3,,2,6
37,6,2500,1,5
53,8,25000,2,1
21,6,1280,1,5
57,8,1000,1,1
69,6,,1,2
34,3,1200,2,5
49,8,20000,1,4
54,8,8000,2,3
43,2,,2,6
25,3,4000,2,2
37,8,,2,3
21,6,,2,5
50,8,25000,1,1
29,8,5000,1,2
50,3,,2,5
52,2,,2,3
60,3,300,2,5
31,6,5000,2,5
56,3,,2,5
25,8,1000,2,5
38,6,10000,2,5
27,3,500,1,6
18,3,,2,6
35,2,8000,1,5
46,3,4500,2,1
19,7,,2,4
38,8,4000,2,2
36,3,2000,1,5
29,6,,2,6
68,2,500,2,5
25,6,3000,2,2
34,6,3500,1,3
19,6,8000,2,5
65,3,,2,5
70,8,3000,2,5
22,8,12000,1,3
32,6,12000,1,4
21,3,1800,1,2
42,3,3500,2,6
21,8,2500,1,3
41,2,,2,6
57,2,,2,3
75,6,5000,1,4
32,3,300,2,2
30,8,15000,1,2
23,8,3500,1,2
30,8,10000,1,2
64,2,,1,2
71,2,500,2,1
34,6,,2,3
19,5,1800,1,1
32,3,1500,2,1
38,5,12000,2,1
21,8,,2,5
47,3,1800,2,5
71,3,700,1,5
39,2,3500,1,1
65,2,1500,2,4
42,6,15000,2,4
72,5,,2,3
56,3,2000,1,4
20,6,3000,2,6
49,6,18000,1,4
18,3,,2,3
43,8,30000,1,3
49,3,1000,1,6
46,8,,2,2
32,2,1500,1,1
57,3,3000,2,1
32,8,,1,6
73,6,,2,6
38,8,2500,2,2
48,3,,2,1
28,3,1500,1,2
69,6,,1,5
40,2,,2,3
30,8,4500,1,1
65,2,,2,2
27,8,18000,1,5
55,8,5000,1,1
46,3,1750,2,1
60,3,3700,2,4
33,8,30000,1,3
37,8,12000,1,3
55,2,,1,6
39,3,,1,5
79,2,,1,1
25,3,1800,1,5
86,8,,1,5
21,2,,2,6
40,8,3800,1,5
23,3,,1,2
82,2,,1,3
62,2,1200,1,6
65,3,,1,3
58,6,,1,5
24,6,,2,5
40,3,3000,1,2
31,3,2000,1,4
76,2,,2,1
32,6,1000,2,2
38,6,10000,1,1
37,6,10000,2,3
54,6,10000,2,1
48,8,3000,2,1
40,8,5000,2,5
18,6,,1,1
31,8,15000,1,2
32,8,10000,1,5
30,3,1500,2,3
76,2,,2,5
50,3,2500,1,2
95,2,,2,5
54,3,2000,2,1
66,2,,1,2
46,2,,2,5
56,6,2400,1,1
28,6,8000,1,2
28,7,,1,2
42,6,5000,1,1
74,2,1500,1,5
47,8,8000,1,5
25,2,3000,1,4
24,6,1900,1,5
43,6,8000,1,6
37,3,5000,1,3
22,3,4500,2,6
52,8,24000,2,5
21,6,3000,1,2
72,0,,2,5
60,2,,1,2
18,3,,1,2
55,8,3000,2,1
32,3,,2,5
54,2,1500,2,1
50,3,,2,5
40,2,1200,2,6
70,2,4000,1,5
72,3,,2,4
34,6,600,1,5
55,3,,2,1
50,2,4000,2,6
38,2,3000,1,6
79,2,,2,3
45,8,45000,1,3
33,6,8000,1,1
22,6,1750,1,6
25,8,13000,2,1
30,3,2500,1,3
60,8,11000,1,5
54,6,1500,1,5
34,8,8000,2,2
47,5,2900,1,6
24,6,,2,2
24,2,5000,1,4
69,5,,2,5
54,8,2500,1,3
26,6,7000,2,6
27,8,7000,2,6
33,6,3000,2,5
34,10,20000,2,3
31,3,,2,3
20,8,600,1,3
24,3,6000,1,4
42,7,3000,2,1
44,2,0,2,5
46,2,200,2,5
75,6,,2,1
87,3,,2,2
45,3,3000,1,6
32,3,,2,5
52,0,,2,6
55,3,,2,6
56,2,,2,3
62,2,80,2,2
28,6,,2,3
66,2,200,1,2
46,6,,2,3
70,2,750,2,5
52,8,40000,1,1
23,3,,2,5
43,3,1900,2,3
35,8,6000,2,5
39,6,4000,1,5
29,8,7000,2,2
30,3,2000,2,5
72,2,100,2,2
39,8,18000,2,3
71,3,1400,1,5
40,8,6000,1,3
28,8,8000,1,1
38,8,10000,1,3
30,3,,1,2
35,3,3000,1,1
64,6,7400,2,6
23,8,5300,1,1
19,2,,2,5
41,3,,2,5
34,6,,2,5
62,6,,1,6
51,3,,2,2
56,0,2300,1,3
45,8,,2,2
38,3,,2,1
40,3,750,1,3
62,0,600,2,6
24,3,2450,2,3
60,7,,2,5
24,8,10000,2,5
64,3,2000,1,5
57,3,500,2,5
24,8,1800,1,2
47,3,0,1,3
46,3,1700,2,2
34,6,5000,1,2
44,3,,2,2
32,6,2100,2,3
41,8,,2,2
79,5,0,2,5
22,3,1500,1,2
30,3,5700,1,3
47,6,2500,2,2
45,3,1800,1,6
34,6,20000,1,6
30,6,,1,3
26,6,800,2,3
51,7,500,2,3
33,8,3000,1,5
70,3,,2,2
50,2,3000,2,2
37,3,1200,2,6
64,3,,1,3
20,8,,1,5
30,6,6000,1,2
56,5,2000,2,3
55,2,,2,3
36,3,,2,2
36,6,20000,1,6
19,8,,2,1
80,2,,2,5
35,8,,2,6
44,3,1000,2,3
71,2,,2,3
39,3,,1,3
51,3,,2,5
29,3,1000,1,6
38,3,,2,6
38,8,12000,2,3
24,6,2500,2,6
65,3,3500,1,2
57,3,800,1,5
73,0,3000,1,2
25,8,,1,2
18,6,1400,2,2
41,3,2000,2,2
22,6,2800,2,2
31,6,1300,2,5
18,6,,2,6
76,0,800,2,5
78,2,,2,4
29,8,2400,1,6
39,3,4300,1,1
79,0,,2,5
78,5,,2,1
18,6,,1,5
64,6,1000,2,5
51,3,,2,5
28,6,2200,2,1
59,8,,2,6
80,3,,1,1
44,6,2000,1,5
32,8,9000,1,1
57,3,2500,1,3
37,3,1800,1,6
24,6,2000,1,6
32,3,12000,1,3
38,8,30000,2,3
35,2,1700,2,3
44,2,1200,1,5
55,2,,2,3
53,3,3800,1,3
38,8,30000,1,4
80,2,,2,6
49,6,200,2,5
49,3,2800,1,1
55,2,2000,2,3
67,2,,1,2
20,8,200,1,6
42,6,3000,2,1
41,3,,1,6
58,2,1200,2,6
48,2,3000,2,1
26,8,8000,2,3
